case_id,timestamp,activity,actor_role,item_category,order_type,quantity,station,shift,scan_method,status,exception_type,delay_minutes,robotics_ai_touchpoint,data_origin
ORD-0046,2024-01-07 16:25,Product Sorting,sort_operator,apparel,transfer,18,C,afternoon,pda_terminal,completed,,0,automated_sorting,synthetic
ORD-0046,2024-01-07 16:38,Inspection,inspection_operator,apparel,transfer,18,D,afternoon,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0046,2024-01-07 16:54,Packing,packing_operator,apparel,transfer,18,E,afternoon,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0046,2024-01-07 17:09,Loading Support,loading_support,apparel,transfer,18,F,afternoon,pda_terminal,exception,scan_failure,12,AMR_AGV_transport,synthetic
ORD-0046,2024-01-07 17:16,Exception Review,floor_supervisor,apparel,transfer,18,Supervisor,afternoon,pda_terminal,reviewed,scan_failure,12,exception_decision_support,synthetic
ORD-0046,2024-01-07 17:19,Re-scan,scan_operator,apparel,transfer,18,B,afternoon,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0046,2024-01-07 17:24,Daily Report,admin_operator,apparel,transfer,18,Admin,afternoon,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0047,2024-02-12 10:33,Pick List Received,admin_operator,cosmetics,outbound,10,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0047,2024-02-12 10:42,Location Search,warehouse_operator,cosmetics,outbound,10,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0047,2024-02-12 10:58,Item Picking,warehouse_operator,cosmetics,outbound,10,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0047,2024-02-12 11:03,Barcode Scan,scan_operator,cosmetics,outbound,10,B,morning,pda_terminal,exception,label_mismatch,19,barcode_ocr_verification,synthetic
ORD-0047,2024-02-12 11:19,Exception Review,floor_supervisor,cosmetics,outbound,10,Supervisor,morning,pda_terminal,reviewed,label_mismatch,11,exception_decision_support,synthetic
ORD-0047,2024-02-12 11:20,Re-scan,scan_operator,cosmetics,outbound,10,B,morning,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0047,2024-02-12 11:33,Product Sorting,sort_operator,cosmetics,outbound,10,C,morning,pda_terminal,completed,,0,automated_sorting,synthetic
ORD-0047,2024-02-12 11:36,Inspection,inspection_operator,cosmetics,outbound,10,D,morning,pda_terminal,exception,damaged_packaging,25,vision_based_inspection,synthetic
ORD-0047,2024-02-12 11:46,Exception Review,floor_supervisor,cosmetics,outbound,10,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,9,exception_decision_support,synthetic
ORD-0047,2024-02-12 11:54,Repacking,packing_operator,cosmetics,outbound,10,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0047,2024-02-12 12:07,Packing,packing_operator,cosmetics,outbound,10,E,morning,pda_terminal,exception,damaged_packaging,36,packing_assist,synthetic
ORD-0047,2024-02-12 12:19,Exception Review,floor_supervisor,cosmetics,outbound,10,Supervisor,morning,pda_terminal,reviewed,damaged_packaging,20,exception_decision_support,synthetic
ORD-0047,2024-02-12 12:32,Repacking,packing_operator,cosmetics,outbound,10,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0047,2024-02-12 12:56,Loading Support,loading_support,cosmetics,outbound,10,F,morning,pda_terminal,exception,missing_item,54,AMR_AGV_transport,synthetic
ORD-0047,2024-02-12 13:15,Exception Review,floor_supervisor,cosmetics,outbound,10,Supervisor,morning,pda_terminal,reviewed,missing_item,15,exception_decision_support,synthetic
ORD-0047,2024-02-12 13:24,Re-inspection,inspection_operator,cosmetics,outbound,10,D,morning,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0047,2024-02-12 13:28,Daily Report,admin_operator,cosmetics,outbound,10,Admin,morning,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0048,2024-02-22 16:08,Pick List Received,admin_operator,household_goods,outbound,31,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0048,2024-02-22 16:15,Location Search,warehouse_operator,household_goods,outbound,31,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0048,2024-02-22 16:32,Item Picking,warehouse_operator,household_goods,outbound,31,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0048,2024-02-22 16:37,Barcode Scan,scan_operator,household_goods,outbound,31,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0048,2024-02-22 16:52,Product Sorting,sort_operator,household_goods,outbound,31,C,afternoon,handheld_scanner,rework,missing_item,50,automated_sorting,synthetic
ORD-0048,2024-02-22 17:03,Exception Review,floor_supervisor,household_goods,outbound,31,Supervisor,afternoon,handheld_scanner,reviewed,missing_item,19,exception_decision_support,synthetic
ORD-0048,2024-02-22 17:18,Re-inspection,inspection_operator,household_goods,outbound,31,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0048,2024-02-22 17:30,Inspection,inspection_operator,household_goods,outbound,31,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0048,2024-02-22 17:36,Packing,packing_operator,household_goods,outbound,31,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0048,2024-02-22 18:06,Loading Support,loading_support,household_goods,outbound,31,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0048,2024-02-22 18:15,Daily Report,admin_operator,household_goods,outbound,31,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0049,2024-02-20 09:11,Pick List Received,admin_operator,apparel,outbound,10,Admin,morning,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0049,2024-02-20 09:21,Location Search,warehouse_operator,apparel,outbound,10,A,morning,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0049,2024-02-20 09:42,Item Picking,warehouse_operator,apparel,outbound,10,A,morning,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0049,2024-02-20 09:49,Barcode Scan,scan_operator,apparel,outbound,10,B,morning,pda_terminal,rework,safety_delay,21,barcode_ocr_verification,synthetic
ORD-0049,2024-02-20 10:03,Product Sorting,sort_operator,apparel,outbound,10,C,morning,pda_terminal,rework,quantity_mismatch,18,automated_sorting,synthetic
ORD-0049,2024-02-20 10:24,Exception Review,floor_supervisor,apparel,outbound,10,Supervisor,morning,pda_terminal,reviewed,quantity_mismatch,12,exception_decision_support,synthetic
ORD-0049,2024-02-20 10:34,Re-inspection,inspection_operator,apparel,outbound,10,D,morning,pda_terminal,completed,,0,vision_based_inspection,synthetic
ORD-0049,2024-02-20 10:48,Inspection,inspection_operator,apparel,outbound,10,D,morning,pda_terminal,rework,wrong_location,25,vision_based_inspection,synthetic
ORD-0049,2024-02-20 10:55,Packing,packing_operator,apparel,outbound,10,E,morning,pda_terminal,completed,,0,packing_assist,synthetic
ORD-0049,2024-02-20 11:23,Loading Support,loading_support,apparel,outbound,10,F,morning,pda_terminal,exception,wrong_location,25,AMR_AGV_transport,synthetic
ORD-0049,2024-02-20 11:32,Daily Report,admin_operator,apparel,outbound,10,Admin,morning,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0050,2024-02-15 15:05,Pick List Received,admin_operator,household_goods,outbound,8,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0050,2024-02-15 15:15,Location Search,warehouse_operator,household_goods,outbound,8,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0050,2024-02-15 15:25,Item Picking,warehouse_operator,household_goods,outbound,8,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0050,2024-02-15 15:31,Barcode Scan,scan_operator,household_goods,outbound,8,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0050,2024-02-15 15:48,Product Sorting,sort_operator,household_goods,outbound,8,C,afternoon,handheld_scanner,exception,damaged_packaging,37,automated_sorting,synthetic
ORD-0050,2024-02-15 16:11,Exception Review,floor_supervisor,household_goods,outbound,8,Supervisor,afternoon,handheld_scanner,reviewed,damaged_packaging,18,exception_decision_support,synthetic
ORD-0050,2024-02-15 16:21,Repacking,packing_operator,household_goods,outbound,8,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0050,2024-02-15 16:24,Inspection,inspection_operator,household_goods,outbound,8,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0050,2024-02-15 16:34,Packing,packing_operator,household_goods,outbound,8,E,afternoon,handheld_scanner,rework,damaged_packaging,44,packing_assist,synthetic
ORD-0050,2024-02-15 16:42,Exception Review,floor_supervisor,household_goods,outbound,8,Supervisor,afternoon,handheld_scanner,reviewed,damaged_packaging,13,exception_decision_support,synthetic
ORD-0050,2024-02-15 16:56,Repacking,packing_operator,household_goods,outbound,8,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0050,2024-02-15 17:16,Loading Support,loading_support,household_goods,outbound,8,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0050,2024-02-15 17:23,Daily Report,admin_operator,household_goods,outbound,8,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0051,2024-03-01 16:15,Pick List Received,admin_operator,food,outbound,23,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0051,2024-03-01 16:22,Location Search,warehouse_operator,food,outbound,23,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0051,2024-03-01 16:30,Item Picking,warehouse_operator,food,outbound,23,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0051,2024-03-01 16:34,Barcode Scan,scan_operator,food,outbound,23,B,afternoon,handheld_scanner,exception,quantity_mismatch,20,barcode_ocr_verification,synthetic
ORD-0051,2024-03-01 16:44,Exception Review,floor_supervisor,food,outbound,23,Supervisor,afternoon,handheld_scanner,reviewed,quantity_mismatch,20,exception_decision_support,synthetic
ORD-0051,2024-03-01 16:57,Re-inspection,inspection_operator,food,outbound,23,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0051,2024-03-01 17:05,Product Sorting,sort_operator,food,outbound,23,C,afternoon,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0051,2024-03-01 17:23,Inspection,inspection_operator,food,outbound,23,D,afternoon,handheld_scanner,exception,damaged_packaging,32,vision_based_inspection,synthetic
ORD-0051,2024-03-01 17:40,Exception Review,floor_supervisor,food,outbound,23,Supervisor,afternoon,handheld_scanner,reviewed,damaged_packaging,20,exception_decision_support,synthetic
ORD-0051,2024-03-01 17:50,Repacking,packing_operator,food,outbound,23,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0051,2024-03-01 18:09,Packing,packing_operator,food,outbound,23,E,afternoon,handheld_scanner,rework,station_congestion,28,packing_assist,synthetic
ORD-0051,2024-03-01 18:21,Loading Support,loading_support,food,outbound,23,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0051,2024-03-01 18:25,Daily Report,admin_operator,food,outbound,23,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0052,2024-01-17 16:05,Pick List Received,admin_operator,cosmetics,outbound,32,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0052,2024-01-17 16:14,Location Search,warehouse_operator,cosmetics,outbound,32,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0052,2024-01-17 16:36,Item Picking,warehouse_operator,cosmetics,outbound,32,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0052,2024-01-17 16:40,Barcode Scan,scan_operator,cosmetics,outbound,32,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0052,2024-01-17 16:46,Product Sorting,sort_operator,cosmetics,outbound,32,C,afternoon,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0052,2024-01-17 16:56,Inspection,inspection_operator,cosmetics,outbound,32,D,afternoon,handheld_scanner,rework,damaged_packaging,15,vision_based_inspection,synthetic
ORD-0052,2024-01-17 17:20,Exception Review,floor_supervisor,cosmetics,outbound,32,Supervisor,afternoon,handheld_scanner,reviewed,damaged_packaging,18,exception_decision_support,synthetic
ORD-0052,2024-01-17 17:26,Repacking,packing_operator,cosmetics,outbound,32,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0052,2024-01-17 17:34,Packing,packing_operator,cosmetics,outbound,32,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0052,2024-01-17 17:45,Loading Support,loading_support,cosmetics,outbound,32,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0052,2024-01-17 17:52,Daily Report,admin_operator,cosmetics,outbound,32,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0053,2024-02-06 08:36,Pick List Received,admin_operator,food,outbound,19,Admin,morning,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0053,2024-02-06 08:40,Location Search,warehouse_operator,food,outbound,19,A,morning,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0053,2024-02-06 08:49,Item Picking,warehouse_operator,food,outbound,19,A,morning,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0053,2024-02-06 08:53,Barcode Scan,scan_operator,food,outbound,19,B,morning,handheld_scanner,exception,scan_failure,17,barcode_ocr_verification,synthetic
ORD-0053,2024-02-06 09:18,Exception Review,floor_supervisor,food,outbound,19,Supervisor,morning,handheld_scanner,reviewed,scan_failure,9,exception_decision_support,synthetic
ORD-0053,2024-02-06 09:22,Re-scan,scan_operator,food,outbound,19,B,morning,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0053,2024-02-06 09:39,Product Sorting,sort_operator,food,outbound,19,C,morning,handheld_scanner,rework,label_mismatch,8,automated_sorting,synthetic
ORD-0053,2024-02-06 10:02,Exception Review,floor_supervisor,food,outbound,19,Supervisor,morning,handheld_scanner,reviewed,label_mismatch,3,exception_decision_support,synthetic
ORD-0053,2024-02-06 10:08,Re-scan,scan_operator,food,outbound,19,B,morning,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0053,2024-02-06 10:13,Inspection,inspection_operator,food,outbound,19,D,morning,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0053,2024-02-06 10:31,Packing,packing_operator,food,outbound,19,E,morning,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0053,2024-02-06 10:58,Loading Support,loading_support,food,outbound,19,F,morning,handheld_scanner,exception,safety_delay,68,AMR_AGV_transport,synthetic
ORD-0053,2024-02-06 11:05,Daily Report,admin_operator,food,outbound,19,Admin,morning,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0054,2024-01-09 13:32,Pick List Received,admin_operator,food,outbound,22,Admin,afternoon,pda_terminal,completed,,0,workflow_dashboard,synthetic
ORD-0054,2024-01-09 13:36,Location Search,warehouse_operator,food,outbound,22,A,afternoon,pda_terminal,completed,,0,AMR_route_support,synthetic
ORD-0054,2024-01-09 13:55,Item Picking,warehouse_operator,food,outbound,22,A,afternoon,pda_terminal,completed,,0,robotic_picking_support,synthetic
ORD-0054,2024-01-09 14:03,Barcode Scan,scan_operator,food,outbound,22,B,afternoon,pda_terminal,rework,label_mismatch,12,barcode_ocr_verification,synthetic
ORD-0054,2024-01-09 14:16,Exception Review,floor_supervisor,food,outbound,22,Supervisor,afternoon,pda_terminal,reviewed,label_mismatch,4,exception_decision_support,synthetic
ORD-0054,2024-01-09 14:19,Re-scan,scan_operator,food,outbound,22,B,afternoon,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0054,2024-01-09 14:27,Product Sorting,sort_operator,food,outbound,22,C,afternoon,pda_terminal,rework,label_mismatch,13,automated_sorting,synthetic
ORD-0054,2024-01-09 14:34,Exception Review,floor_supervisor,food,outbound,22,Supervisor,afternoon,pda_terminal,reviewed,label_mismatch,5,exception_decision_support,synthetic
ORD-0054,2024-01-09 14:39,Re-scan,scan_operator,food,outbound,22,B,afternoon,pda_terminal,completed,,0,barcode_ocr_verification,synthetic
ORD-0054,2024-01-09 14:49,Inspection,inspection_operator,food,outbound,22,D,afternoon,pda_terminal,exception,station_congestion,18,vision_based_inspection,synthetic
ORD-0054,2024-01-09 15:00,Packing,packing_operator,food,outbound,22,E,afternoon,pda_terminal,rework,station_congestion,18,packing_assist,synthetic
ORD-0054,2024-01-09 15:25,Loading Support,loading_support,food,outbound,22,F,afternoon,pda_terminal,completed,,0,AMR_AGV_transport,synthetic
ORD-0054,2024-01-09 15:29,Daily Report,admin_operator,food,outbound,22,Admin,afternoon,pda_terminal,completed,,0,operational_intelligence_report,synthetic
ORD-0055,2024-01-30 16:44,Pick List Received,admin_operator,apparel,outbound,11,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0055,2024-01-30 16:47,Location Search,warehouse_operator,apparel,outbound,11,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0055,2024-01-30 16:56,Item Picking,warehouse_operator,apparel,outbound,11,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0055,2024-01-30 16:58,Barcode Scan,scan_operator,apparel,outbound,11,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0055,2024-01-30 17:13,Product Sorting,sort_operator,apparel,outbound,11,C,afternoon,handheld_scanner,exception,wrong_location,17,automated_sorting,synthetic
ORD-0055,2024-01-30 17:16,Inspection,inspection_operator,apparel,outbound,11,D,afternoon,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0055,2024-01-30 17:29,Packing,packing_operator,apparel,outbound,11,E,afternoon,handheld_scanner,rework,damaged_packaging,28,packing_assist,synthetic
ORD-0055,2024-01-30 17:37,Exception Review,floor_supervisor,apparel,outbound,11,Supervisor,afternoon,handheld_scanner,reviewed,damaged_packaging,12,exception_decision_support,synthetic
ORD-0055,2024-01-30 17:48,Repacking,packing_operator,apparel,outbound,11,E,afternoon,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0055,2024-01-30 18:13,Loading Support,loading_support,apparel,outbound,11,F,afternoon,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0055,2024-01-30 18:23,Daily Report,admin_operator,apparel,outbound,11,Admin,afternoon,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0056,2024-02-25 11:20,Pick List Received,admin_operator,cosmetics,outbound,21,Admin,morning,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0056,2024-02-25 11:22,Location Search,warehouse_operator,cosmetics,outbound,21,A,morning,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0056,2024-02-25 11:45,Item Picking,warehouse_operator,cosmetics,outbound,21,A,morning,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0056,2024-02-25 11:47,Barcode Scan,scan_operator,cosmetics,outbound,21,B,morning,handheld_scanner,exception,label_mismatch,7,barcode_ocr_verification,synthetic
ORD-0056,2024-02-25 12:05,Exception Review,floor_supervisor,cosmetics,outbound,21,Supervisor,morning,handheld_scanner,reviewed,label_mismatch,9,exception_decision_support,synthetic
ORD-0056,2024-02-25 12:06,Re-scan,scan_operator,cosmetics,outbound,21,B,morning,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0056,2024-02-25 12:13,Product Sorting,sort_operator,cosmetics,outbound,21,C,morning,handheld_scanner,exception,wrong_location,27,automated_sorting,synthetic
ORD-0056,2024-02-25 12:25,Inspection,inspection_operator,cosmetics,outbound,21,D,morning,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0056,2024-02-25 12:36,Packing,packing_operator,cosmetics,outbound,21,E,morning,handheld_scanner,exception,quantity_mismatch,22,packing_assist,synthetic
ORD-0056,2024-02-25 12:45,Exception Review,floor_supervisor,cosmetics,outbound,21,Supervisor,morning,handheld_scanner,reviewed,quantity_mismatch,5,exception_decision_support,synthetic
ORD-0056,2024-02-25 12:50,Re-inspection,inspection_operator,cosmetics,outbound,21,D,morning,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0056,2024-02-25 13:10,Loading Support,loading_support,cosmetics,outbound,21,F,morning,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0056,2024-02-25 13:20,Daily Report,admin_operator,cosmetics,outbound,21,Admin,morning,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0057,2024-02-06 09:00,Pick List Received,admin_operator,food,return,24,Admin,morning,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0057,2024-02-06 09:10,Location Search,warehouse_operator,food,return,24,A,morning,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0057,2024-02-06 09:17,Item Picking,warehouse_operator,food,return,24,A,morning,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0057,2024-02-06 09:22,Barcode Scan,scan_operator,food,return,24,B,morning,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0057,2024-02-06 09:27,Product Sorting,sort_operator,food,return,24,C,morning,handheld_scanner,rework,station_congestion,26,automated_sorting,synthetic
ORD-0057,2024-02-06 09:33,Inspection,inspection_operator,food,return,24,D,morning,handheld_scanner,rework,damaged_packaging,10,vision_based_inspection,synthetic
ORD-0057,2024-02-06 09:42,Exception Review,floor_supervisor,food,return,24,Supervisor,morning,handheld_scanner,reviewed,damaged_packaging,10,exception_decision_support,synthetic
ORD-0057,2024-02-06 10:00,Repacking,packing_operator,food,return,24,E,morning,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0057,2024-02-06 10:05,Packing,packing_operator,food,return,24,E,morning,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0057,2024-02-06 10:32,Loading Support,loading_support,food,return,24,F,morning,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0057,2024-02-06 10:40,Daily Report,admin_operator,food,return,24,Admin,morning,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0058,2024-01-12 19:43,Pick List Received,admin_operator,apparel,outbound,21,Admin,night,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0058,2024-01-12 19:53,Location Search,warehouse_operator,apparel,outbound,21,A,night,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0058,2024-01-12 19:59,Item Picking,warehouse_operator,apparel,outbound,21,A,night,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0058,2024-01-12 20:06,Barcode Scan,scan_operator,apparel,outbound,21,B,night,handheld_scanner,rework,label_mismatch,15,barcode_ocr_verification,synthetic
ORD-0058,2024-01-12 20:22,Exception Review,floor_supervisor,apparel,outbound,21,Supervisor,night,handheld_scanner,reviewed,label_mismatch,6,exception_decision_support,synthetic
ORD-0058,2024-01-12 20:25,Re-scan,scan_operator,apparel,outbound,21,B,night,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0058,2024-01-12 20:37,Product Sorting,sort_operator,apparel,outbound,21,C,night,handheld_scanner,completed,,0,automated_sorting,synthetic
ORD-0058,2024-01-12 20:47,Inspection,inspection_operator,apparel,outbound,21,D,night,handheld_scanner,rework,missing_item,49,vision_based_inspection,synthetic
ORD-0058,2024-01-12 21:05,Exception Review,floor_supervisor,apparel,outbound,21,Supervisor,night,handheld_scanner,reviewed,missing_item,5,exception_decision_support,synthetic
ORD-0058,2024-01-12 21:11,Re-inspection,inspection_operator,apparel,outbound,21,D,night,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0058,2024-01-12 21:32,Packing,packing_operator,apparel,outbound,21,E,night,handheld_scanner,rework,missing_item,34,packing_assist,synthetic
ORD-0058,2024-01-12 21:44,Exception Review,floor_supervisor,apparel,outbound,21,Supervisor,night,handheld_scanner,reviewed,missing_item,18,exception_decision_support,synthetic
ORD-0058,2024-01-12 21:54,Re-inspection,inspection_operator,apparel,outbound,21,D,night,handheld_scanner,completed,,0,vision_based_inspection,synthetic
ORD-0058,2024-01-12 22:00,Loading Support,loading_support,apparel,outbound,21,F,night,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0058,2024-01-12 22:04,Daily Report,admin_operator,apparel,outbound,21,Admin,night,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0059,2024-02-19 20:04,Pick List Received,admin_operator,cosmetics,outbound,34,Admin,night,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0059,2024-02-19 20:12,Location Search,warehouse_operator,cosmetics,outbound,34,A,night,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0059,2024-02-19 20:19,Item Picking,warehouse_operator,cosmetics,outbound,34,A,night,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0059,2024-02-19 20:20,Barcode Scan,scan_operator,cosmetics,outbound,34,B,night,handheld_scanner,rework,wrong_location,39,barcode_ocr_verification,synthetic
ORD-0059,2024-02-19 20:31,Product Sorting,sort_operator,cosmetics,outbound,34,C,night,handheld_scanner,rework,damaged_packaging,16,automated_sorting,synthetic
ORD-0059,2024-02-19 20:46,Exception Review,floor_supervisor,cosmetics,outbound,34,Supervisor,night,handheld_scanner,reviewed,damaged_packaging,18,exception_decision_support,synthetic
ORD-0059,2024-02-19 20:51,Repacking,packing_operator,cosmetics,outbound,34,E,night,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0059,2024-02-19 21:11,Inspection,inspection_operator,cosmetics,outbound,34,D,night,handheld_scanner,rework,damaged_packaging,26,vision_based_inspection,synthetic
ORD-0059,2024-02-19 21:35,Exception Review,floor_supervisor,cosmetics,outbound,34,Supervisor,night,handheld_scanner,reviewed,damaged_packaging,6,exception_decision_support,synthetic
ORD-0059,2024-02-19 21:42,Repacking,packing_operator,cosmetics,outbound,34,E,night,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0059,2024-02-19 21:56,Packing,packing_operator,cosmetics,outbound,34,E,night,handheld_scanner,rework,damaged_packaging,13,packing_assist,synthetic
ORD-0059,2024-02-19 22:01,Exception Review,floor_supervisor,cosmetics,outbound,34,Supervisor,night,handheld_scanner,reviewed,damaged_packaging,17,exception_decision_support,synthetic
ORD-0059,2024-02-19 22:18,Repacking,packing_operator,cosmetics,outbound,34,E,night,handheld_scanner,completed,,0,packing_assist,synthetic
ORD-0059,2024-02-19 22:37,Loading Support,loading_support,cosmetics,outbound,34,F,night,handheld_scanner,completed,,0,AMR_AGV_transport,synthetic
ORD-0059,2024-02-19 22:47,Daily Report,admin_operator,cosmetics,outbound,34,Admin,night,handheld_scanner,completed,,0,operational_intelligence_report,synthetic
ORD-0060,2024-01-10 14:58,Pick List Received,admin_operator,apparel,outbound,9,Admin,afternoon,handheld_scanner,completed,,0,workflow_dashboard,synthetic
ORD-0060,2024-01-10 15:01,Location Search,warehouse_operator,apparel,outbound,9,A,afternoon,handheld_scanner,completed,,0,AMR_route_support,synthetic
ORD-0060,2024-01-10 15:24,Item Picking,warehouse_operator,apparel,outbound,9,A,afternoon,handheld_scanner,completed,,0,robotic_picking_support,synthetic
ORD-0060,2024-01-10 15:29,Barcode Scan,scan_operator,apparel,outbound,9,B,afternoon,handheld_scanner,completed,,0,barcode_ocr_verification,synthetic
ORD-0060,2024-01-10 15:34,Product Sorting,sort_operator,apparel,outbound,9,C,afternoon,handheld_scanner,exception,label_mismatch,20,automated_sorting,synthetic
ORD-0060,2024-01-10 15:40,Exception Review,floor_supervisor,apparel,outbound,9,Supervisor,afternoon,handheld_scanner,reviewed,label_mismatch,5,exception_decision_support,synthetic
